violation_id,session_id,driver,lap_number,corner,start_time_sec,end_time_sec,duration_sec,speed_kph,peak_breach_m,telemetry_x,telemetry_y,sample_count,detection_source,confidence_score,fia_ground_truth,fia_official_reason
VIO-AUT23-PER-L9-Turn6,2023_Austrian_Grand_Prix_Race,PER,9,Turn 6,44.35,45.72,1.36,180.7,1.72,-561.76,464.84,10,SPATIAL_SHAPELY,0.84,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L9-Turn7,2023_Austrian_Grand_Prix_Race,PER,9,Turn 7,53.34,54.87,1.54,206.8,6.69,-369.32,249.7,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L9-Turn9,2023_Austrian_Grand_Prix_Race,PER,9,Turn 9,61.63,62.47,0.84,210.0,2.74,221.19,304.3,8,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L10-Turn1,2023_Austrian_Grand_Prix_Race,PER,10,Turn 1,2.39,4.79,2.4,234.6,1.44,-368.11,-106.81,21,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L10-Turn3,2023_Austrian_Grand_Prix_Race,PER,10,Turn 3,18.87,19.91,1.04,144.1,5.28,-943.81,618.88,10,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L10-Turn4,2023_Austrian_Grand_Prix_Race,PER,10,Turn 4,36.51,39.63,3.12,118.0,5.5,-167.55,526.16,25,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L10-Turn6,2023_Austrian_Grand_Prix_Race,PER,10,Turn 6,44.47,45.58,1.1,187.0,1.45,-558.53,466.14,10,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L10-Turn7,2023_Austrian_Grand_Prix_Race,PER,10,Turn 7,52.9,54.51,1.62,214.6,6.76,-367.1,251.59,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L10-Turn9,2023_Austrian_Grand_Prix_Race,PER,10,Turn 9,61.34,61.95,0.62,213.0,2.76,221.03,304.37,7,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L11-Turn1,2023_Austrian_Grand_Prix_Race,PER,11,Turn 1,2.38,4.87,2.5,229.5,1.42,-369.32,-107.11,20,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 9 LAP 11 
VIO-AUT23-PER-L11-Turn3,2023_Austrian_Grand_Prix_Race,PER,11,Turn 3,18.79,20.07,1.28,137.7,5.21,-943.61,618.78,10,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 9 LAP 11 
VIO-AUT23-PER-L11-Turn4,2023_Austrian_Grand_Prix_Race,PER,11,Turn 4,36.42,39.55,3.14,133.0,5.51,-175.77,515.22,26,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 9 LAP 11 
VIO-AUT23-PER-L11-Turn6,2023_Austrian_Grand_Prix_Race,PER,11,Turn 6,44.31,45.77,1.46,172.0,1.43,-570.46,460.96,12,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 9 LAP 11 
VIO-AUT23-PER-L11-Turn7,2023_Austrian_Grand_Prix_Race,PER,11,Turn 7,52.88,54.66,1.78,203.1,6.68,-368.11,250.79,14,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 9 LAP 11 
VIO-AUT23-PER-L11-Turn9,2023_Austrian_Grand_Prix_Race,PER,11,Turn 9,61.48,62.42,0.94,208.7,2.69,221.09,304.4,8,SPATIAL_SHAPELY,0.92,True,TRACK LIMITS AT TURN 9 LAP 11 
VIO-AUT23-PER-L12-Turn1,2023_Austrian_Grand_Prix_Race,PER,12,Turn 1,2.43,4.91,2.48,240.0,1.38,-357.64,-103.95,20,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L12-Turn3,2023_Austrian_Grand_Prix_Race,PER,12,Turn 3,18.77,19.69,0.92,165.0,5.3,-942.53,617.57,7,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L12-Turn4,2023_Austrian_Grand_Prix_Race,PER,12,Turn 4,36.07,39.15,3.08,134.0,5.62,-172.15,519.75,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L12-Turn6,2023_Austrian_Grand_Prix_Race,PER,12,Turn 6,43.81,45.07,1.26,183.0,1.4,-570.24,461.1,10,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L12-Turn7,2023_Austrian_Grand_Prix_Race,PER,12,Turn 7,52.07,53.63,1.56,217.1,6.71,-368.51,250.39,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L12-Turn9,2023_Austrian_Grand_Prix_Race,PER,12,Turn 9,60.55,61.13,0.58,229.4,2.69,210.21,309.1,6,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L12-Turn10,2023_Austrian_Grand_Prix_Race,PER,12,Turn 10,67.45,70.28,2.83,269.0,2.38,3.13,-6.64,23,SPATIAL_SHAPELY,0.89,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L13-Turn1,2023_Austrian_Grand_Prix_Race,PER,13,Turn 1,2.59,5.19,2.6,193.1,1.39,-377.27,-109.21,23,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L13-Turn3,2023_Austrian_Grand_Prix_Race,PER,13,Turn 3,19.43,20.73,1.3,117.0,5.3,-948.47,623.51,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L13-Turn4,2023_Austrian_Grand_Prix_Race,PER,13,Turn 4,37.02,40.07,3.04,132.0,5.53,-172.91,518.89,22,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L13-Turn6,2023_Austrian_Grand_Prix_Race,PER,13,Turn 6,44.83,45.94,1.12,190.0,1.56,-559.92,465.58,11,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L13-Turn7,2023_Austrian_Grand_Prix_Race,PER,13,Turn 7,53.15,54.69,1.54,208.3,6.71,-368.51,250.39,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L13-Turn9,2023_Austrian_Grand_Prix_Race,PER,13,Turn 9,61.46,61.94,0.48,233.0,2.81,216.72,306.38,5,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L13-Turn10,2023_Austrian_Grand_Prix_Race,PER,13,Turn 10,68.23,71.22,2.99,272.0,1.59,3.91,-6.37,24,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L14-Turn1,2023_Austrian_Grand_Prix_Race,PER,14,Turn 1,2.49,5.12,2.64,188.0,1.45,-382.26,-110.61,24,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L14-Turn3,2023_Austrian_Grand_Prix_Race,PER,14,Turn 3,19.36,20.73,1.36,125.0,5.13,-946.32,621.58,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L14-Turn4,2023_Austrian_Grand_Prix_Race,PER,14,Turn 4,37.04,40.24,3.2,134.4,5.5,-172.15,519.95,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L14-Turn6,2023_Austrian_Grand_Prix_Race,PER,14,Turn 6,45.0,46.24,1.24,181.8,1.58,-560.65,465.34,11,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L14-Turn7,2023_Austrian_Grand_Prix_Race,PER,14,Turn 7,55.8,58.68,2.88,123.9,6.74,-368.92,249.99,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L14-Turn9,2023_Austrian_Grand_Prix_Race,PER,14,Turn 9,67.69,68.83,1.14,173.3,2.84,222.09,303.71,9,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L14-Turn10,2023_Austrian_Grand_Prix_Race,PER,14,Turn 10,76.41,80.21,3.8,212.4,2.33,2.67,-6.68,33,SPATIAL_SHAPELY,0.89,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L15-Turn1,2023_Austrian_Grand_Prix_Race,PER,15,Turn 1,3.56,6.88,3.32,214.0,1.42,-356.47,-103.67,30,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L15-Turn3,2023_Austrian_Grand_Prix_Race,PER,15,Turn 3,24.48,26.4,1.92,105.2,5.21,-944.32,619.48,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L15-Turn4,2023_Austrian_Grand_Prix_Race,PER,15,Turn 4,48.4,52.32,3.92,113.5,5.5,-173.36,518.35,29,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L15-Turn6,2023_Austrian_Grand_Prix_Race,PER,15,Turn 6,58.04,59.6,1.56,153.3,1.49,-566.09,463.04,13,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L15-Turn7,2023_Austrian_Grand_Prix_Race,PER,15,Turn 7,68.84,71.34,2.5,150.0,6.7,-370.21,248.85,21,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L15-Turn9,2023_Austrian_Grand_Prix_Race,PER,15,Turn 9,81.2,82.3,1.1,159.7,2.81,212.13,308.3,11,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L15-Turn10,2023_Austrian_Grand_Prix_Race,PER,15,Turn 10,89.42,93.27,3.85,164.0,1.61,1.93,-6.96,33,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L16-Turn1,2023_Austrian_Grand_Prix_Race,PER,16,Turn 1,4.19,7.77,3.58,215.0,1.41,-352.06,-102.48,28,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L16-Turn3,2023_Austrian_Grand_Prix_Race,PER,16,Turn 3,22.67,24.25,1.58,133.0,5.22,-944.16,619.3,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L16-Turn4,2023_Austrian_Grand_Prix_Race,PER,16,Turn 4,40.37,43.67,3.3,123.0,5.69,-167.42,526.02,26,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L16-Turn6,2023_Austrian_Grand_Prix_Race,PER,16,Turn 6,48.17,49.49,1.32,187.4,1.55,-558.53,466.04,12,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L16-Turn7,2023_Austrian_Grand_Prix_Race,PER,16,Turn 7,56.79,58.17,1.38,221.0,6.68,-370.08,249.01,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L16-Turn9,2023_Austrian_Grand_Prix_Race,PER,16,Turn 9,64.97,65.57,0.6,230.0,2.8,213.41,307.85,7,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L16-Turn10,2023_Austrian_Grand_Prix_Race,PER,16,Turn 10,69.29,70.97,1.68,181.3,6.2,271.34,77.58,11,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L17-Turn1,2023_Austrian_Grand_Prix_Race,PER,17,Turn 1,2.64,5.34,2.7,220.0,1.39,-366.03,-106.21,23,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 LAP 17 
VIO-AUT23-PER-L17-Turn3,2023_Austrian_Grand_Prix_Race,PER,17,Turn 3,19.18,20.72,1.54,130.1,5.21,-943.81,618.98,9,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 17 
VIO-AUT23-PER-L17-Turn4,2023_Austrian_Grand_Prix_Race,PER,17,Turn 4,36.88,39.64,2.76,137.1,5.56,-171.54,520.65,24,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 17 
VIO-AUT23-PER-L17-Turn6,2023_Austrian_Grand_Prix_Race,PER,17,Turn 6,44.36,45.64,1.28,191.8,1.62,-562.46,464.64,11,SPATIAL_SHAPELY,0.83,True,TRACK LIMITS AT TURN 10 LAP 17 
VIO-AUT23-PER-L17-Turn7,2023_Austrian_Grand_Prix_Race,PER,17,Turn 7,52.56,54.08,1.52,219.4,6.74,-370.22,248.8,14,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 17 
VIO-AUT23-PER-L17-Turn9,2023_Austrian_Grand_Prix_Race,PER,17,Turn 9,60.98,61.32,0.34,232.4,2.64,219.17,305.4,4,SPATIAL_SHAPELY,0.91,True,TRACK LIMITS AT TURN 10 LAP 17 
VIO-AUT23-PER-L17-Turn10,2023_Austrian_Grand_Prix_Race,PER,17,Turn 10,67.54,70.29,2.75,273.0,1.34,1.65,-7.0,22,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 LAP 17 
VIO-AUT23-PER-L18-Turn1,2023_Austrian_Grand_Prix_Race,PER,18,Turn 1,2.59,5.23,2.64,193.0,1.35,-384.33,-111.07,21,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-PER-L18-Turn3,2023_Austrian_Grand_Prix_Race,PER,18,Turn 3,19.07,20.75,1.68,133.0,5.38,-944.86,619.78,12,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-PER-L18-Turn4,2023_Austrian_Grand_Prix_Race,PER,18,Turn 4,36.67,39.79,3.12,140.0,5.62,-173.79,517.57,25,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-PER-L18-Turn6,2023_Austrian_Grand_Prix_Race,PER,18,Turn 6,44.21,45.59,1.38,198.1,1.59,-561.56,465.04,12,SPATIAL_SHAPELY,0.83,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-PER-L18-Turn7,2023_Austrian_Grand_Prix_Race,PER,18,Turn 7,52.47,54.23,1.76,220.5,6.63,-362.67,255.69,14,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-PER-L18-Turn9,2023_Austrian_Grand_Prix_Race,PER,18,Turn 9,60.95,61.27,0.32,226.0,3.05,219.32,304.87,4,SPATIAL_SHAPELY,0.94,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-PER-L18-Turn10,2023_Austrian_Grand_Prix_Race,PER,18,Turn 10,67.59,70.4,2.81,273.0,1.37,1.68,-6.99,27,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-PER-L19-Turn1,2023_Austrian_Grand_Prix_Race,PER,19,Turn 1,2.59,5.17,2.58,200.0,1.45,-384.27,-111.16,15,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L19-Turn3,2023_Austrian_Grand_Prix_Race,PER,19,Turn 3,19.15,20.35,1.2,136.9,5.28,-943.81,618.88,10,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L19-Turn4,2023_Austrian_Grand_Prix_Race,PER,19,Turn 4,36.87,39.89,3.02,140.0,5.58,-171.74,520.35,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L19-Turn6,2023_Austrian_Grand_Prix_Race,PER,19,Turn 6,44.47,45.55,1.08,196.4,1.36,-567.8,462.34,10,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L19-Turn7,2023_Austrian_Grand_Prix_Race,PER,19,Turn 7,52.41,53.95,1.54,222.0,6.71,-366.28,252.38,11,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L19-Turn9,2023_Austrian_Grand_Prix_Race,PER,19,Turn 9,60.79,61.51,0.72,226.0,2.76,225.22,302.03,7,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L20-Turn1,2023_Austrian_Grand_Prix_Race,PER,20,Turn 1,2.57,4.87,2.3,247.1,1.4,-351.49,-102.32,16,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L20-Turn3,2023_Austrian_Grand_Prix_Race,PER,20,Turn 3,19.18,20.39,1.2,141.0,5.28,-944.82,619.88,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L20-Turn4,2023_Austrian_Grand_Prix_Race,PER,20,Turn 4,37.23,40.15,2.92,136.5,5.52,-172.95,518.85,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L20-Turn6,2023_Austrian_Grand_Prix_Race,PER,20,Turn 6,44.97,46.25,1.28,186.0,1.45,-555.58,466.91,10,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L20-Turn7,2023_Austrian_Grand_Prix_Race,PER,20,Turn 7,53.39,54.95,1.56,206.9,6.78,-368.51,250.29,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L20-Turn9,2023_Austrian_Grand_Prix_Race,PER,20,Turn 9,61.59,62.41,0.82,228.2,2.72,216.66,306.5,8,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L21-Turn1,2023_Austrian_Grand_Prix_Race,PER,21,Turn 1,2.4,4.76,2.36,239.1,1.38,-362.77,-105.32,19,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L21-Turn3,2023_Austrian_Grand_Prix_Race,PER,21,Turn 3,18.84,20.08,1.24,138.0,5.23,-945.33,620.46,10,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L21-Turn4,2023_Austrian_Grand_Prix_Race,PER,21,Turn 4,36.24,39.4,3.16,128.0,5.7,-168.85,524.04,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L21-Turn6,2023_Austrian_Grand_Prix_Race,PER,21,Turn 6,44.0,45.16,1.16,189.0,1.57,-562.56,464.64,12,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L21-Turn7,2023_Austrian_Grand_Prix_Race,PER,21,Turn 7,52.36,54.05,1.68,214.7,6.75,-370.93,248.1,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L21-Turn9,2023_Austrian_Grand_Prix_Race,PER,21,Turn 9,60.66,61.2,0.54,228.0,2.56,226.48,301.44,5,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L22-Turn1,2023_Austrian_Grand_Prix_Race,PER,22,Turn 1,2.52,5.06,2.54,245.0,1.4,-352.93,-102.71,21,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L22-Turn3,2023_Austrian_Grand_Prix_Race,PER,22,Turn 3,19.16,20.54,1.38,146.0,5.13,-942.42,617.7,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L22-Turn4,2023_Austrian_Grand_Prix_Race,PER,22,Turn 4,37.16,40.34,3.18,122.0,5.54,-166.88,526.98,27,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L22-Turn6,2023_Austrian_Grand_Prix_Race,PER,22,Turn 6,44.86,46.14,1.28,188.0,1.54,-564.46,463.76,11,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L22-Turn7,2023_Austrian_Grand_Prix_Race,PER,22,Turn 7,53.3,55.02,1.72,211.7,6.77,-368.31,250.49,16,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L22-Turn9,2023_Austrian_Grand_Prix_Race,PER,22,Turn 9,61.5,62.3,0.8,231.0,2.74,219.07,305.34,7,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L23-Turn1,2023_Austrian_Grand_Prix_Race,PER,23,Turn 1,2.53,5.13,2.6,248.9,1.38,-348.57,-101.52,23,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L23-Turn3,2023_Austrian_Grand_Prix_Race,PER,23,Turn 3,19.03,20.53,1.5,148.0,5.14,-941.73,617.0,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L23-Turn4,2023_Austrian_Grand_Prix_Race,PER,23,Turn 4,37.09,40.05,2.96,140.0,5.59,-171.55,520.59,22,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L23-Turn6,2023_Austrian_Grand_Prix_Race,PER,23,Turn 6,44.77,45.85,1.08,192.6,1.55,-561.05,465.24,10,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L23-Turn7,2023_Austrian_Grand_Prix_Race,PER,23,Turn 7,52.85,54.49,1.64,221.0,6.76,-366.76,251.9,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L23-Turn9,2023_Austrian_Grand_Prix_Race,PER,23,Turn 9,61.15,61.93,0.78,232.0,2.82,219.26,305.16,8,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L24-Turn1,2023_Austrian_Grand_Prix_Race,PER,24,Turn 1,2.63,5.05,2.42,258.2,1.4,-365.29,-106.02,19,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L24-Turn3,2023_Austrian_Grand_Prix_Race,PER,24,Turn 3,19.03,20.61,1.58,125.4,5.21,-944.62,619.78,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L24-Turn4,2023_Austrian_Grand_Prix_Race,PER,24,Turn 4,36.81,39.91,3.1,137.0,5.58,-172.0,520.02,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L24-Turn6,2023_Austrian_Grand_Prix_Race,PER,24,Turn 6,44.49,45.67,1.18,190.0,1.51,-563.66,464.18,11,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L24-Turn7,2023_Austrian_Grand_Prix_Race,PER,24,Turn 7,52.59,54.19,1.6,222.1,6.72,-367.71,251.09,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L24-Turn9,2023_Austrian_Grand_Prix_Race,PER,24,Turn 9,60.85,61.55,0.7,248.0,2.97,210.23,308.79,6,SPATIAL_SHAPELY,0.94,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L25-Turn1,2023_Austrian_Grand_Prix_Race,PER,25,Turn 1,2.57,5.05,2.48,212.0,1.41,-372.83,-108.05,17,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L25-Turn3,2023_Austrian_Grand_Prix_Race,PER,25,Turn 3,19.25,20.49,1.24,129.0,5.22,-946.53,621.68,10,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L25-Turn4,2023_Austrian_Grand_Prix_Race,PER,25,Turn 4,36.73,39.79,3.06,136.0,5.54,-174.65,516.6,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L25-Turn6,2023_Austrian_Grand_Prix_Race,PER,25,Turn 6,44.35,45.21,0.86,190.0,1.52,-561.89,465.0,8,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L25-Turn7,2023_Austrian_Grand_Prix_Race,PER,25,Turn 7,52.71,54.41,1.7,213.8,6.67,-366.0,252.69,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-PER-L25-Turn9,2023_Austrian_Grand_Prix_Race,PER,25,Turn 9,61.01,62.23,1.22,165.0,2.77,219.28,305.2,11,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
