violation_id,session_id,driver,lap_number,corner,start_time_sec,end_time_sec,duration_sec,speed_kph,peak_breach_m,telemetry_x,telemetry_y,sample_count,detection_source,confidence_score,fia_ground_truth,fia_official_reason
VIO-AUT23-HAM-L18-Turn3,2023_Austrian_Grand_Prix_Race,HAM,18,Turn 3,18.92,20.43,1.52,140.0,5.26,-943.21,618.3,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L18-Turn4,2023_Austrian_Grand_Prix_Race,HAM,18,Turn 4,36.52,39.34,2.82,148.0,5.5,-173.34,518.36,22,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L18-Turn6,2023_Austrian_Grand_Prix_Race,HAM,18,Turn 6,43.92,45.08,1.16,196.0,1.57,-563.08,464.39,12,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L18-Turn7,2023_Austrian_Grand_Prix_Race,HAM,18,Turn 7,52.03,53.48,1.44,219.0,6.74,-368.92,249.99,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L18-Turn9,2023_Austrian_Grand_Prix_Race,HAM,18,Turn 9,60.12,60.84,0.72,243.0,3.13,213.24,307.56,6,SPATIAL_SHAPELY,0.95,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L19-Turn1,2023_Austrian_Grand_Prix_Race,HAM,19,Turn 1,2.52,4.93,2.42,232.7,1.39,-370.93,-107.51,18,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L19-Turn3,2023_Austrian_Grand_Prix_Race,HAM,19,Turn 3,18.9,20.4,1.5,130.0,5.41,-943.05,617.94,11,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L19-Turn4,2023_Austrian_Grand_Prix_Race,HAM,19,Turn 4,37.02,40.04,3.02,141.0,5.58,-171.14,521.15,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L19-Turn6,2023_Austrian_Grand_Prix_Race,HAM,19,Turn 6,44.68,45.94,1.26,190.0,1.45,-560.65,465.48,11,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L19-Turn7,2023_Austrian_Grand_Prix_Race,HAM,19,Turn 7,53.1,54.68,1.58,224.0,6.63,-363.74,254.73,11,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L19-Turn9,2023_Austrian_Grand_Prix_Race,HAM,19,Turn 9,61.2,62.04,0.84,223.0,2.75,222.12,303.8,7,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L20-Turn1,2023_Austrian_Grand_Prix_Race,HAM,20,Turn 1,2.5,4.96,2.46,273.9,1.35,-350.19,-101.92,16,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L20-Turn3,2023_Austrian_Grand_Prix_Race,HAM,20,Turn 3,18.54,19.7,1.16,139.4,5.14,-946.23,621.48,9,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L20-Turn4,2023_Austrian_Grand_Prix_Race,HAM,20,Turn 4,36.22,39.54,3.32,123.0,5.56,-171.84,520.25,26,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L20-Turn6,2023_Austrian_Grand_Prix_Race,HAM,20,Turn 6,44.08,45.16,1.08,193.0,1.47,-574.79,458.46,9,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L20-Turn7,2023_Austrian_Grand_Prix_Race,HAM,20,Turn 7,52.26,53.86,1.6,216.0,6.76,-370.46,248.53,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L20-Turn9,2023_Austrian_Grand_Prix_Race,HAM,20,Turn 9,60.56,61.2,0.64,227.0,2.69,222.46,303.68,6,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L21-Turn1,2023_Austrian_Grand_Prix_Race,HAM,21,Turn 1,2.63,4.71,2.08,272.0,1.38,-349.6,-101.8,18,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L21-Turn3,2023_Austrian_Grand_Prix_Race,HAM,21,Turn 3,18.63,20.01,1.38,131.0,5.2,-941.1,616.29,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L21-Turn4,2023_Austrian_Grand_Prix_Race,HAM,21,Turn 4,35.99,39.21,3.22,130.0,5.5,-170.9,521.6,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L21-Turn6,2023_Austrian_Grand_Prix_Race,HAM,21,Turn 6,43.87,44.87,1.0,189.6,1.53,-559.84,465.64,9,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L21-Turn7,2023_Austrian_Grand_Prix_Race,HAM,21,Turn 7,52.31,53.79,1.48,215.0,6.66,-370.93,248.22,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L21-Turn9,2023_Austrian_Grand_Prix_Race,HAM,21,Turn 9,60.51,61.31,0.8,224.0,2.81,212.26,308.25,6,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L21-Turn10,2023_Austrian_Grand_Prix_Race,HAM,21,Turn 10,67.07,70.14,3.07,280.9,1.35,1.66,-6.98,19,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L22-Turn1,2023_Austrian_Grand_Prix_Race,HAM,22,Turn 1,2.41,5.01,2.6,252.0,1.39,-352.58,-102.61,22,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L22-Turn3,2023_Austrian_Grand_Prix_Race,HAM,22,Turn 3,18.71,20.09,1.38,133.0,5.21,-945.73,620.88,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L22-Turn4,2023_Austrian_Grand_Prix_Race,HAM,22,Turn 4,36.51,39.89,3.38,118.3,5.55,-168.52,524.74,29,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L22-Turn6,2023_Austrian_Grand_Prix_Race,HAM,22,Turn 6,44.45,45.65,1.2,188.0,1.48,-566.44,462.88,10,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L22-Turn7,2023_Austrian_Grand_Prix_Race,HAM,22,Turn 7,52.99,54.61,1.62,211.6,6.75,-366.0,252.59,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L22-Turn9,2023_Austrian_Grand_Prix_Race,HAM,22,Turn 9,61.27,62.01,0.74,224.0,2.71,215.61,306.98,8,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L23-Turn1,2023_Austrian_Grand_Prix_Race,HAM,23,Turn 1,2.44,4.82,2.38,216.0,1.35,-364.73,-105.81,20,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L23-Turn3,2023_Austrian_Grand_Prix_Race,HAM,23,Turn 3,18.98,20.3,1.32,129.0,5.21,-941.39,616.58,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L23-Turn4,2023_Austrian_Grand_Prix_Race,HAM,23,Turn 4,36.73,39.53,2.8,137.0,5.6,-169.93,522.74,21,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L23-Turn6,2023_Austrian_Grand_Prix_Race,HAM,23,Turn 6,44.22,45.42,1.2,186.0,1.39,-571.91,460.21,11,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L23-Turn7,2023_Austrian_Grand_Prix_Race,HAM,23,Turn 7,52.73,54.38,1.64,216.0,6.74,-370.01,248.99,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L23-Turn9,2023_Austrian_Grand_Prix_Race,HAM,23,Turn 9,60.98,61.81,0.84,221.4,2.74,221.39,304.2,8,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L23-Turn10,2023_Austrian_Grand_Prix_Race,HAM,23,Turn 10,67.69,70.69,2.99,281.0,1.97,2.31,-6.81,24,SPATIAL_SHAPELY,0.86,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L24-Turn1,2023_Austrian_Grand_Prix_Race,HAM,24,Turn 1,2.45,4.77,2.32,219.1,1.36,-369.92,-107.21,18,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L24-Turn3,2023_Austrian_Grand_Prix_Race,HAM,24,Turn 3,18.75,20.17,1.42,116.0,5.21,-945.02,620.18,11,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L24-Turn4,2023_Austrian_Grand_Prix_Race,HAM,24,Turn 4,36.59,39.75,3.16,130.0,5.55,-167.66,525.93,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L24-Turn6,2023_Austrian_Grand_Prix_Race,HAM,24,Turn 6,44.41,44.93,0.52,184.0,1.56,-573.96,458.89,5,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L24-Turn7,2023_Austrian_Grand_Prix_Race,HAM,24,Turn 7,52.77,54.39,1.62,216.4,6.78,-369.52,249.4,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L24-Turn9,2023_Austrian_Grand_Prix_Race,HAM,24,Turn 9,60.93,61.75,0.82,226.0,2.73,218.39,305.68,9,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L24-Turn10,2023_Austrian_Grand_Prix_Race,HAM,24,Turn 10,67.69,70.58,2.89,281.0,2.22,3.25,-6.53,24,SPATIAL_SHAPELY,0.88,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L25-Turn1,2023_Austrian_Grand_Prix_Race,HAM,25,Turn 1,2.67,4.85,2.18,260.0,1.41,-367.93,-106.73,15,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L25-Turn3,2023_Austrian_Grand_Prix_Race,HAM,25,Turn 3,18.67,20.15,1.48,146.3,5.13,-938.78,614.09,10,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L25-Turn4,2023_Austrian_Grand_Prix_Race,HAM,25,Turn 4,36.31,39.47,3.16,126.0,5.51,-167.49,526.21,25,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L25-Turn6,2023_Austrian_Grand_Prix_Race,HAM,25,Turn 6,44.13,45.19,1.06,200.0,1.47,-555.73,466.86,9,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L25-Turn7,2023_Austrian_Grand_Prix_Race,HAM,25,Turn 7,52.49,54.19,1.7,214.0,6.72,-367.71,251.09,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L25-Turn9,2023_Austrian_Grand_Prix_Race,HAM,25,Turn 9,60.83,61.57,0.74,224.0,2.77,214.56,307.37,9,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-HAM-L25-Turn10,2023_Austrian_Grand_Prix_Race,HAM,25,Turn 10,67.71,70.71,3.0,273.0,2.53,2.87,-6.7,22,SPATIAL_SHAPELY,0.9,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L1-Turn1,2023_Austrian_Grand_Prix_Race,GAS,1,Turn 1,6.46,9.07,2.61,180.7,1.43,-366.3,-106.32,20,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L1-Turn3,2023_Austrian_Grand_Prix_Race,GAS,1,Turn 3,25.48,26.36,0.87,128.0,5.3,-947.82,622.85,7,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L1-Turn4,2023_Austrian_Grand_Prix_Race,GAS,1,Turn 4,43.32,46.4,3.07,129.1,5.53,-167.82,525.74,26,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L1-Turn6,2023_Austrian_Grand_Prix_Race,GAS,1,Turn 6,51.2,52.35,1.15,166.2,1.66,-559.74,465.54,11,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L1-Turn7,2023_Austrian_Grand_Prix_Race,GAS,1,Turn 7,59.94,61.48,1.54,219.4,6.74,-370.22,248.8,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L1-Turn9,2023_Austrian_Grand_Prix_Race,GAS,1,Turn 9,68.24,68.92,0.67,207.3,2.68,218.87,305.5,7,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L1-Turn10,2023_Austrian_Grand_Prix_Race,GAS,1,Turn 10,82.03,92.61,10.57,92.0,2.06,3.47,-6.58,81,SPATIAL_SHAPELY,0.86,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L2-Turn1,2023_Austrian_Grand_Prix_Race,GAS,2,Turn 1,5.47,9.07,3.61,173.0,1.42,-369.59,-107.19,28,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L2-Turn3,2023_Austrian_Grand_Prix_Race,GAS,2,Turn 3,32.71,34.8,2.09,111.0,5.23,-943.73,618.86,18,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L2-Turn4,2023_Austrian_Grand_Prix_Race,GAS,2,Turn 4,53.76,59.73,5.98,57.0,5.42,-169.94,523.02,51,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L2-Turn6,2023_Austrian_Grand_Prix_Race,GAS,2,Turn 6,66.33,67.86,1.52,154.6,1.64,-564.07,463.84,13,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L2-Turn7,2023_Austrian_Grand_Prix_Race,GAS,2,Turn 7,79.58,82.95,3.38,97.8,6.68,-369.22,249.79,26,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L2-Turn9,2023_Austrian_Grand_Prix_Race,GAS,2,Turn 9,92.75,94.94,2.19,90.0,3.05,213.66,307.47,18,SPATIAL_SHAPELY,0.94,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L3-Turn1,2023_Austrian_Grand_Prix_Race,GAS,3,Turn 1,9.02,20.19,11.17,68.0,7.45,-427.93,-102.42,80,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L3-Turn3,2023_Austrian_Grand_Prix_Race,GAS,3,Turn 3,34.46,36.83,2.38,78.0,5.24,-942.32,617.46,21,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L3-Turn4,2023_Austrian_Grand_Prix_Race,GAS,3,Turn 4,58.55,63.15,4.6,72.0,5.42,-167.12,526.87,37,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L3-Turn6,2023_Austrian_Grand_Prix_Race,GAS,3,Turn 6,68.87,70.83,1.96,126.9,1.68,-559.04,465.74,17,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L3-Turn7,2023_Austrian_Grand_Prix_Race,GAS,3,Turn 7,88.4,93.88,5.48,67.0,6.69,-367.93,250.94,42,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L3-Turn9,2023_Austrian_Grand_Prix_Race,GAS,3,Turn 9,102.8,103.75,0.95,192.0,2.72,217.91,305.93,8,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L3-Turn10,2023_Austrian_Grand_Prix_Race,GAS,3,Turn 10,110.16,113.08,2.93,272.1,2.53,2.87,-6.68,24,SPATIAL_SHAPELY,0.9,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L4-Turn1,2023_Austrian_Grand_Prix_Race,GAS,4,Turn 1,2.63,5.47,2.84,204.0,1.44,-371.29,-107.66,21,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L4-Turn3,2023_Austrian_Grand_Prix_Race,GAS,4,Turn 3,19.43,20.95,1.52,122.9,5.21,-944.02,619.18,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L4-Turn4,2023_Austrian_Grand_Prix_Race,GAS,4,Turn 4,37.33,40.23,2.89,139.0,5.63,-169.86,522.78,25,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L4-Turn6,2023_Austrian_Grand_Prix_Race,GAS,4,Turn 6,45.07,46.47,1.4,174.0,1.4,-563.91,464.19,12,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L4-Turn7,2023_Austrian_Grand_Prix_Race,GAS,4,Turn 7,53.87,55.47,1.6,215.0,6.71,-367.85,250.99,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L4-Turn9,2023_Austrian_Grand_Prix_Race,GAS,4,Turn 9,62.35,63.03,0.68,220.0,2.73,208.36,309.63,5,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L5-Turn1,2023_Austrian_Grand_Prix_Race,GAS,5,Turn 1,2.61,5.24,2.63,263.3,1.44,-359.55,-104.52,21,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L5-Turn3,2023_Austrian_Grand_Prix_Race,GAS,5,Turn 3,19.3,20.9,1.6,126.0,5.25,-942.35,617.46,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L5-Turn4,2023_Austrian_Grand_Prix_Race,GAS,5,Turn 4,37.44,40.49,3.05,137.0,5.57,-172.98,518.72,26,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L5-Turn6,2023_Austrian_Grand_Prix_Race,GAS,5,Turn 6,45.22,45.92,0.7,180.9,1.69,-561.56,464.94,7,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L5-Turn7,2023_Austrian_Grand_Prix_Race,GAS,5,Turn 7,53.66,55.05,1.4,220.1,6.71,-369.62,249.4,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L5-Turn9,2023_Austrian_Grand_Prix_Race,GAS,5,Turn 9,61.97,62.74,0.77,215.8,2.65,220.79,304.6,7,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L5-Turn10,2023_Austrian_Grand_Prix_Race,GAS,5,Turn 10,68.93,71.84,2.9,270.5,1.93,2.27,-6.88,24,SPATIAL_SHAPELY,0.85,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L6-Turn1,2023_Austrian_Grand_Prix_Race,GAS,6,Turn 1,2.7,5.54,2.84,289.0,1.4,-354.26,-103.07,24,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-GAS-L6-Turn3,2023_Austrian_Grand_Prix_Race,GAS,6,Turn 3,18.9,20.7,1.8,119.2,5.21,-945.83,620.98,13,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-GAS-L6-Turn4,2023_Austrian_Grand_Prix_Race,GAS,6,Turn 4,36.9,39.86,2.96,129.0,5.52,-169.07,524.05,25,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-GAS-L6-Turn6,2023_Austrian_Grand_Prix_Race,GAS,6,Turn 6,44.62,45.88,1.26,184.3,1.58,-562.97,464.44,14,SPATIAL_SHAPELY,0.83,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-GAS-L6-Turn7,2023_Austrian_Grand_Prix_Race,GAS,6,Turn 7,53.14,54.82,1.68,220.0,6.72,-368.87,250.05,15,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-GAS-L6-Turn9,2023_Austrian_Grand_Prix_Race,GAS,6,Turn 9,61.34,62.18,0.84,226.9,2.66,215.45,307.1,8,SPATIAL_SHAPELY,0.91,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-GAS-L6-Turn10,2023_Austrian_Grand_Prix_Race,GAS,6,Turn 10,66.02,67.96,1.94,169.0,6.53,272.01,77.66,17,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 6 
VIO-AUT23-GAS-L7-Turn1,2023_Austrian_Grand_Prix_Race,GAS,7,Turn 1,2.59,4.97,2.38,282.2,1.42,-354.01,-103.02,19,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-GAS-L7-Turn3,2023_Austrian_Grand_Prix_Race,GAS,7,Turn 3,18.84,20.45,1.61,120.0,5.31,-945.88,620.89,15,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-GAS-L7-Turn4,2023_Austrian_Grand_Prix_Race,GAS,7,Turn 4,36.65,39.79,3.14,136.2,5.56,-173.05,518.65,26,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-GAS-L7-Turn6,2023_Austrian_Grand_Prix_Race,GAS,7,Turn 6,44.43,45.69,1.26,183.2,1.5,-563.97,464.04,13,SPATIAL_SHAPELY,0.82,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-GAS-L7-Turn7,2023_Austrian_Grand_Prix_Race,GAS,7,Turn 7,52.97,54.53,1.56,213.4,6.74,-370.53,248.5,13,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-GAS-L7-Turn9,2023_Austrian_Grand_Prix_Race,GAS,7,Turn 9,61.31,61.93,0.62,229.6,2.7,209.61,309.3,6,SPATIAL_SHAPELY,0.92,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-GAS-L7-Turn10,2023_Austrian_Grand_Prix_Race,GAS,7,Turn 10,68.17,71.09,2.92,278.8,2.54,2.97,-6.68,24,SPATIAL_SHAPELY,0.9,True,TRACK LIMITS AT TURN 10 (NEXT LAP)
VIO-AUT23-GAS-L8-Turn1,2023_Austrian_Grand_Prix_Race,GAS,8,Turn 1,2.51,5.03,2.52,282.6,1.45,-360.26,-104.72,22,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L8-Turn3,2023_Austrian_Grand_Prix_Race,GAS,8,Turn 3,18.76,20.43,1.68,126.6,5.28,-945.22,620.28,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L8-Turn4,2023_Austrian_Grand_Prix_Race,GAS,8,Turn 4,36.79,39.75,2.96,130.2,5.56,-167.72,525.84,25,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L8-Turn6,2023_Austrian_Grand_Prix_Race,GAS,8,Turn 6,44.74,45.56,0.82,174.0,1.59,-562.59,464.61,9,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L8-Turn7,2023_Austrian_Grand_Prix_Race,GAS,8,Turn 7,53.27,55.02,1.74,209.0,6.74,-369.28,249.65,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L8-Turn9,2023_Austrian_Grand_Prix_Race,GAS,8,Turn 9,61.63,62.55,0.92,218.0,2.77,217.95,305.86,9,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L8-Turn10,2023_Austrian_Grand_Prix_Race,GAS,8,Turn 10,68.87,71.64,2.76,278.2,2.32,3.17,-6.58,25,SPATIAL_SHAPELY,0.89,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L9-Turn1,2023_Austrian_Grand_Prix_Race,GAS,9,Turn 1,2.48,4.84,2.36,217.0,1.4,-373.62,-108.24,18,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L9-Turn3,2023_Austrian_Grand_Prix_Race,GAS,9,Turn 3,18.88,20.28,1.4,113.4,5.21,-945.73,620.88,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L9-Turn4,2023_Austrian_Grand_Prix_Race,GAS,9,Turn 4,36.92,39.76,2.84,131.7,5.51,-170.33,522.34,25,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L9-Turn6,2023_Austrian_Grand_Prix_Race,GAS,9,Turn 6,44.58,45.88,1.3,190.0,1.47,-553.64,467.35,11,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L9-Turn7,2023_Austrian_Grand_Prix_Race,GAS,9,Turn 7,53.0,54.48,1.48,210.0,6.74,-367.12,251.6,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L9-Turn9,2023_Austrian_Grand_Prix_Race,GAS,9,Turn 9,61.46,62.4,0.94,230.1,2.64,210.92,308.9,9,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L10-Turn1,2023_Austrian_Grand_Prix_Race,GAS,10,Turn 1,2.51,5.03,2.52,261.4,1.4,-361.56,-105.02,20,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
